year,state,west,midwest,northeast,southeast,southwest,drought,flooding,freeze,severe storm,tropical cyclone,wildfire,winter storm,Cost,Avg_Tmp,Min_Tmp,Max_Tmp,Precip,Avg_Elevation,Unemployment,Population,Size,GDP,Inflation_Rate,Personal Income
1989,NE,0,1,0,0,0,1,0,0,0,0,0,0,1000,48,34.7,61.4,16.67,700,2.858333333,1574864,77358,31332,0.0483,26442
1989,NH,0,0,1,0,0,0,0,0,0,0,0,1,100,42.1,31.1,53,48.83,1900,3.341666667,1104522,9350,23777,0.0483,22350
1989,NJ,0,0,1,0,0,0,0,0,0,0,0,0,0,51.8,42.1,61.4,56.84,2600,4.05,7726089,8722,205075,0.0483,179511
1989,NM,0,0,0,0,1,0,0,0,0,0,0,0,0,53.9,38.1,69.8,11.03,1000,6.75,1503901,121589,24927,0.0483,21068
1989,NV,1,0,0,0,0,1,0,0,0,0,0,0,100,50.6,36.6,64.7,8.02,250,4.658333333,1137382,110560,27847,0.0483,21798
1989,NY,0,0,1,0,0,0,0,0,0,0,0,1,100,44.2,34.2,54.2,44.87,5700,4.866666667,17983086,54556,473252,0.0483,399257
1989,OH,0,1,0,0,0,0,0,0,0,0,0,1,100,49.5,39.8,59.3,42.58,5500,5.575,10829217,44825,217817,0.0483,191374
1989,OK,0,0,0,0,1,0,0,0,1,0,0,1,100,58.2,46,70.4,36.52,1000,5.741666667,3150307,69899,55007,0.0483,47860
1989,OR,1,0,0,0,0,0,0,0,0,0,0,0,0,46.8,35.4,58.3,28.68,850,5.333333333,2790575,98380,52610,0.0483,47317
1989,PA,0,0,1,0,0,0,0,0,0,0,0,1,100,47.7,37.8,57.7,45.87,1300,4.9,11865996,46056,233162,0.0483,#N/A
1989,PR,0,0,0,0,0,0,0,0,0,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.0483,#N/A
1989,RI,0,0,1,0,0,0,0,0,0,0,0,0,0,48.8,39.4,58.2,58.73,1100,3.9,1000666,1545,21059,0.0483,19401
1989,SC,0,0,0,1,0,0,0,0,1,1,0,1,20000,62.4,51.2,73.5,55.38,#N/A,4.616666667,3456775,32020,61347,0.0483,51612
1989,SD,0,1,0,0,0,1,0,0,0,0,0,0,1000,44.7,32.2,57.2,16.2,200,3.85,696701,77121,11790,0.0483,10209
1989,TN,0,0,0,0,1,0,0,0,0,0,0,1,100,56.7,46,67.3,63.62,350,5.083333333,4854444,42144,91579,0.0483,#N/A
1989,TX,0,0,0,0,1,1,0,0,1,1,0,1,5000,64.3,51.6,77,25.13,2200,6.725,16806735,268580,349952,0.0483,271673
1989,UT,1,0,0,0,0,1,0,0,0,0,0,0,100,49.2,35.9,62.5,9.23,900,4.6,1705864,84898,28668,0.0483,23782
1989,VA,0,0,0,0,1,0,0,0,1,1,0,1,100,54.6,44,65.2,53.88,1700,3.891666667,6120246,42774,137661,0.0483,120040
1989,VI,0,0,0,0,0,0,0,0,0,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.0483,#N/A
1989,VT,0,0,1,0,0,0,0,0,0,0,0,1,100,41.2,30.5,51.9,47.59,950,3.625,557707,9615,11120,0.0483,9589
1989,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,46.8,37.2,56.4,40.42,#N/A,5.916666667,4746316,71300,108064,0.0483,87356
1989,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,41.4,30.3,52.4,24.71,1000,4.283333333,4856574,65498,95216,0.0483,83494
1989,WV,0,0,0,0,1,0,0,0,0,0,0,1,#N/A,51,40.4,61.5,54.38,1700,8.733333333,1806568,24230,26663,0.0483,24204
1989,WY,1,0,0,0,0,0,0,0,0,0,0,0,0,41.4,28.5,54.4,15.2,1050,6.075,458374,97813,11437,0.0483,7508
1990,AK,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1500,7.258333333,550043,663267,25040,0.054,12501
1990,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,64.6,52.4,76.8,55.76,6700,6.825,4040389,52419,71610,0.054,63254
1990,AR,0,0,0,1,0,0,1,0,0,0,0,0,500,61.1,50.1,72.2,65.23,1900,6.875,2350624,53179,38680,0.054,33938
1990,AZ,0,0,0,0,1,0,0,0,0,0,0,0,0,59.7,45.8,73.6,14.24,500,5.216666667,3665339,113998,70632,0.054,61916
1990,CA,1,0,0,0,0,0,0,1,0,0,1,0,10000,58,45,70.9,11.27,650,5.791666667,29811427,163695,773460,0.054,64054
1990,CO,1,0,0,0,0,0,0,0,1,0,1,0,2000,45.2,31.6,58.8,19.74,4100,5.133333333,3294473,104093,75571,0.054,64092
1990,CT,0,0,1,0,0,0,0,0,0,0,0,0,0,50.4,40.1,60.7,53.63,2900,4.933333333,3287116,5544,100169,0.054,86243
1990,DC,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6800,#N/A,606900,#N/A,#N/A,0.054,#N/A
1990,DE,0,0,1,0,0,0,0,0,0,0,0,0,0,56.7,46.5,66.9,44.12,500,4.408333333,666168,2489,19928,0.054,14200
1990,FL,0,0,0,1,0,0,0,0,0,0,0,0,0,72.4,61.5,83.3,48.54,#N/A,6.233333333,12938071,65755,256589,0.054,253324
1990,GA,0,0,0,1,0,0,0,0,0,0,0,0,0,65.3,53.2,77.3,48.61,60,5.35,6478149,59425,140646,0.054,114381
1990,HI,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,100,2.6,1108229,10931,32534,0.054,24293
1990,IA,0,1,0,0,0,0,0,0,0,0,0,0,0,48.1,37.5,58.7,38.8,600,4.441666667,2776831,56271,56121,0.054,48249
1990,ID,1,0,0,0,0,0,0,0,0,0,1,0,250,43,30.8,55.1,21.65,3030,5.625,1006734,83570,18004,0.054,15796
1990,IL,0,1,0,0,0,0,0,0,0,0,0,0,0,52.5,42.4,62.5,49.49,1100,6.3,11430602,57914,279019,0.054,238635
1990,IN,0,1,0,0,0,0,0,0,0,0,0,0,0,52.4,42.4,62.5,53.25,5000,5.108333333,5544156,36418,110860,0.054,97004
1990,KS,0,1,0,0,0,0,0,0,0,0,0,0,0,54.7,42.2,67.1,27.2,600,4.25,2477588,82276,51874,0.054,44749
1990,KY,0,0,0,1,0,0,0,0,0,0,0,0,0,56.7,45.6,67.9,54.76,700,6.041666667,3686892,40410,68412,0.054,56741
1990,LA,0,0,0,1,0,0,1,0,0,0,0,0,500,67.3,56.5,78.1,59.15,2000,6.233333333,4221826,51840,95177,0.054,64046
1990,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,49,38.7,59.3,50.42,750,6.383333333,6016425,10555,159505,0.054,#N/A
1990,MD,0,0,1,0,0,0,0,0,0,0,0,0,0,56.1,45.6,66.6,46,100,4.325,4780753,12407,112835,0.054,108864
1990,ME,0,0,1,0,0,0,0,0,0,0,0,0,0,41.6,31.4,51.8,49.95,500,5.358333333,1227928,35385,23256,0.054,21198
1990,MI,0,1,0,0,0,0,0,0,0,0,0,0,0,44.8,34.7,54.9,35.42,350,7.7,9295287,96716,193103,0.054,174296
1990,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,41.2,29.8,52.7,26.44,600,4.708333333,4375665,86938,102757,0.054,#N/A
1990,MO,0,1,0,0,0,0,0,0,0,0,0,0,0,55.1,44.2,66,49.68,900,5.916666667,5116901,69704,103566,0.054,90177
1990,MS,0,0,0,1,0,0,0,0,0,0,0,0,0,64.6,52.9,76.3,57.97,1200,7.583333333,2575475,48431,38757,0.054,33826
1990,MT,1,0,0,0,0,0,0,0,0,0,1,0,250,42,29.2,54.7,16.41,800,6.058333333,799065,147042,13242,0.054,12279
1990,NC,0,0,0,1,0,0,0,0,0,0,0,0,0,60.7,49.2,72.1,49.92,300,4.116666667,6632448,53818,139658,0.054,114582
1990,ND,0,1,0,0,0,0,0,0,0,0,0,0,0,41.3,28.6,54,15.03,3400,4.133333333,638800,70700,11509,0.054,10117
1990,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,49,36.1,61.9,21.37,700,2.375,1578417,77358,33734,0.054,28388
1990,NH,0,0,1,0,0,0,0,0,0,0,0,0,0,44.3,33.3,55.3,51.95,1900,5.275,1109252,9350,23768,0.054,22510
1990,NJ,0,0,1,0,0,0,0,0,0,0,0,0,0,53.9,43.7,64.2,48.87,2600,5.066666667,7747750,8722,214357,0.054,189060
1990,NM,0,0,0,0,1,0,0,0,0,0,0,0,0,53.2,38.6,67.7,15.94,1000,6.675,1515069,121589,26600,0.054,22554
1990,NV,1,0,0,0,0,0,0,0,0,0,0,0,0,49.9,36,63.7,8.58,250,4.7,1201675,110560,30980,0.054,24464
1990,NY,0,0,1,0,0,0,0,0,0,0,0,0,0,46.5,36.5,56.5,48.84,5700,5.35,17990778,54556,493192,0.054,427267
1990,OH,0,1,0,0,0,0,0,0,0,0,0,0,0,52,42,62,50.99,5500,5.791666667,10847115,44825,227413,0.054,202486
1990,OK,0,0,0,0,1,0,1,0,0,0,0,0,500,59.8,48,71.7,41.78,1000,5.383333333,3145576,69899,57805,0.054,50623
1990,OR,1,0,0,0,0,0,0,0,0,0,1,0,250,47.2,35.4,59,26.33,850,5.4,2842337,98380,56566,0.054,51186
1990,PA,0,0,1,0,0,0,0,0,0,0,0,0,0,50,39.7,60.4,48.82,1300,5.516666667,11882842,46056,245281,0.054,#N/A
1990,PR,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.054,#N/A
1990,RI,0,0,1,0,0,0,0,0,0,0,0,0,0,50.9,41.4,60.5,48.07,1100,6.25,1003464,1545,21664,0.054,19939
1990,SC,0,0,0,1,0,0,0,0,0,0,0,0,0,64.6,52.8,76.4,49.26,#N/A,4.908333333,3486310,32020,65157,0.054,55470
1990,SD,0,1,0,0,0,0,0,0,0,0,0,0,0,45.7,32.8,58.6,17.34,200,3.625,696004,77121,12770,0.054,11205
1990,TN,0,0,0,0,1,0,0,0,0,0,0,0,0,59,47.5,70.4,58.88,350,5.35,4877203,42144,94087,0.054,#N/A
1990,TX,0,0,0,0,1,0,1,0,0,0,0,0,2000,65,53.1,76.9,32.74,2200,6.383333333,16986335,268580,378943,0.054,294401
1990,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,48.2,35.4,61,11.97,900,4.383333333,1722850,84898,31249,0.054,25703
1990,VA,0,0,0,0,1,0,0,0,0,0,0,0,0,57,45.5,68.4,45.73,1700,4.416666667,6189197,42774,144971,0.054,126277
1990,VI,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.054,#N/A
1990,VT,0,0,1,0,0,0,0,0,0,0,0,0,0,43.2,32.6,53.8,52.77,950,4.708333333,562758,9615,11674,0.054,9964
1990,WA,1,0,0,0,0,0,0,0,0,0,1,0,250,46.8,37,56.5,46.4,#N/A,5.166666667,4866669,71300,118640,0.054,96282
1990,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,43.4,32.7,54.2,35.72,1000,4.366666667,4891954,65498,100236,0.054,88212
1990,WV,0,0,0,0,1,0,0,0,0,0,0,0,#N/A,53.5,42.2,64.7,49.61,1700,8.625,1793477,24230,27754,0.054,25877
1990,WY,1,0,0,0,0,0,0,0,0,0,0,0,0,41.3,28.2,54.4,15,1050,5.125,453589,97813,12705,0.054,8125
1991,AK,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1500,8.341666667,553290,663267,22283,0.0424,13167
1991,AL,0,0,0,1,0,0,0,0,1,0,0,0,250,63.8,52.7,74.9,62.04,6700,7.325,4050055,52419,76043,0.0424,66969
1991,AR,0,0,0,1,0,0,0,0,0,0,0,0,0,61.6,51,72.2,59.35,1900,7.308333333,2356586,53179,41572,0.0424,35993
1991,AZ,0,0,0,0,1,0,0,0,0,0,0,0,0,59.2,45.3,73,13.11,500,5.858333333,3684097,113998,73358,0.0424,65363
1991,CA,1,0,0,0,0,0,0,0,0,0,1,0,10000,58.1,45.6,70.6,20.73,650,7.825,29959515,163695,790046,0.0424,66225
1991,CO,1,0,0,0,0,0,0,0,0,0,0,0,0,45.3,31.7,58.9,18.55,4100,5.283333333,3307618,104093,79766,0.0424,68159
1991,CT,0,0,1,0,0,0,0,0,0,1,0,0,250,51.1,40.6,61.6,47.61,2900,6.55,3291967,5544,101475,0.0424,87296
1991,DC,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6800,#N/A,605321,#N/A,#N/A,0.0424,#N/A
1991,DE,0,0,1,0,0,0,0,0,0,0,0,0,0,57,46.6,67.3,38.43,500,5.916666667,669567,2489,21746,0.0424,15077
1991,FL,0,0,0,1,0,0,0,0,0,0,0,0,0,71.3,61,81.6,58.25,#N/A,7.641666667,13033307,65755,267669,0.0424,264396
1991,GA,0,0,0,1,0,0,0,0,1,0,0,0,250,64.5,53.4,75.5,54.44,60,5.291666667,6512602,59425,147760,0.0424,120488
1991,HI,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,100,2.791666667,1113491,10931,34357,0.0424,25875
1991,IA,0,1,0,0,0,1,0,0,0,0,0,0,500,49.7,39.6,59.9,37.97,600,4.691666667,2781018,56271,57944,0.0424,49518
1991,ID,1,0,0,0,0,0,0,0,0,0,0,0,0,43.7,32,55.3,21.86,3030,6.341666667,1012384,83570,18852,0.0424,16676
1991,IL,0,1,0,0,0,1,0,0,1,0,0,0,2000,54.4,44.3,64.4,35.7,1100,7.283333333,11453316,57914,288473,0.0424,244659
1991,IN,0,1,0,0,0,1,0,0,1,0,0,0,2000,54,44,64,35.84,5000,5.7,5557798,36418,114637,0.0424,100334
1991,KS,0,1,0,0,0,1,0,0,1,0,0,0,1000,56.6,43.9,69.2,23.73,600,4.45,2481349,82276,53981,0.0424,46489
1991,KY,0,0,0,1,0,0,0,0,1,0,0,0,100,57.5,46.7,68.2,45.06,700,7.316666667,3694048,40410,71679,0.0424,60087
1991,LA,0,0,0,1,0,0,0,0,0,0,0,0,0,67,57.1,76.8,77.29,2000,7.241666667,4221532,51840,96043,0.0424,67759
1991,MA,0,0,1,0,0,0,0,0,0,1,0,0,5000,49.7,39.2,60.2,47.89,750,8.858333333,6022639,10555,160728,0.0424,#N/A
1991,MD,0,0,1,0,0,0,0,0,0,0,0,0,0,56.5,45.9,67.2,33.8,100,5.941666667,4799770,12407,115428,0.0424,113328
1991,ME,0,0,1,0,0,0,0,0,0,1,0,0,250,41.9,31.4,52.4,45.43,500,7.783333333,1231719,35385,23379,0.0424,21596
1991,MI,0,1,0,0,0,0,0,0,1,0,0,0,250,46.3,36.4,56.2,35.77,350,9.283333333,9311319,96716,197717,0.0424,179823
1991,MN,0,1,0,0,0,1,0,0,0,0,0,0,250,42.7,32.4,53,32.38,600,5.108333333,4389857,86938,106102,0.0424,#N/A
1991,MO,0,1,0,0,0,1,0,0,1,0,0,0,500,56.8,45.8,67.8,38.08,900,6.566666667,5128880,69704,109162,0.0424,94730
1991,MS,0,0,0,1,0,0,0,0,0,0,0,0,0,64.3,53.6,75,72.98,1200,8.391666667,2578897,48431,40862,0.0424,35730
1991,MT,1,0,0,0,0,0,0,0,0,0,0,0,0,44,31.9,56.1,19.74,800,6.933333333,800204,147042,13875,0.0424,13157
1991,NC,0,0,0,1,0,0,0,0,1,1,0,0,100,60.2,49.3,71.2,46.62,300,5.908333333,6664016,53818,146367,0.0424,120020
1991,ND,0,1,0,0,0,0,0,0,0,0,0,0,0,43.4,32.1,54.8,19.92,3400,4.366666667,637685,70700,11691,0.0424,10278
1991,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,51.1,38.5,63.7,22.68,700,2.658333333,1581660,77358,35613,0.0424,29561
1991,NH,0,0,1,0,0,0,0,0,0,0,0,0,0,44.6,33.4,55.8,46.4,1900,6.8,1112384,9350,24763,0.0424,23370
1991,NJ,0,0,1,0,0,0,0,0,0,0,0,0,0,54.5,43.9,65,39.84,2600,6.783333333,7762963,8722,221915,0.0424,193442
1991,NM,0,0,0,0,1,0,0,0,0,0,0,0,0,52.4,38,66.8,19.31,1000,7.266666667,1521574,121589,30295,0.0424,24227
1991,NV,1,0,0,0,0,0,0,0,0,0,0,0,0,50,36.7,63.3,10.26,250,5.9,1220695,110560,32786,0.0424,26929
1991,NY,0,0,1,0,0,0,0,0,1,1,0,0,500,47.2,36.9,57.5,36.63,5700,7.308333333,18020784,54556,497336,0.0424,429233
1991,OH,0,1,0,0,0,1,0,0,1,0,0,0,1000,53.2,43,63.5,31.39,5500,6.533333333,10864162,44825,233975,0.0424,208108
1991,OK,0,0,0,0,1,1,0,0,0,0,0,0,500,60.8,49.1,72.6,38.52,1000,6,3148825,69899,59632,0.0424,52186
1991,OR,1,0,0,0,0,1,0,0,0,0,0,0,250,47.9,36.7,59.1,29.81,850,6.2,2860375,98380,59441,0.0424,54087
1991,PA,0,0,1,0,0,1,0,0,1,0,0,0,250,50.9,40.1,61.7,32.56,1300,6.916666667,11903299,46056,255163,0.0424,#N/A
1991,PR,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.0424,#N/A
1991,RI,0,0,1,0,0,0,0,0,0,1,0,0,500,51.5,41.6,61.4,47.23,1100,8.416666667,1005995,1545,21738,0.0424,20194
1991,SC,0,0,0,1,0,0,0,0,1,0,0,0,100,63.8,52.6,74.8,47.98,#N/A,6.108333333,3501155,32020,68000,0.0424,58038
1991,SD,0,1,0,0,0,0,0,0,0,0,0,0,0,47.9,35.8,59.9,21.65,200,3.525,697101,77121,13736,0.0424,11727
1991,TN,0,0,0,0,1,0,0,0,1,0,0,0,100,59.1,48.3,69.9,60.44,350,6.6,4894492,42144,101208,0.0424,#N/A
1991,TX,0,0,0,0,1,0,0,0,0,0,0,0,0,64.9,53.3,76.5,36.82,2200,6.983333333,17056755,268580,393574,0.0424,309036
1991,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,47.7,35.2,60.1,13.34,900,4.758333333,1731223,84898,33501,0.0424,27549
1991,VA,0,0,0,0,1,0,0,0,0,0,0,0,0,57,45.7,68.3,37.88,1700,5.808333333,6216884,42774,151093,0.0424,132030
1991,VI,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.0424,#N/A
1991,VT,0,0,1,0,0,0,0,0,0,0,0,0,0,43.6,32.7,54.4,41.56,950,5.958333333,564798,9615,11733,0.0424,10160
1991,WA,1,0,0,0,0,1,0,0,0,0,0,0,250,47.6,38.1,57.2,42.8,#N/A,6.091666667,4903043,71300,125895,0.0424,103440
1991,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,44.5,34.4,54.6,38.61,1000,5.375,4904562,65498,104774,0.0424,91809
1991,WV,0,0,0,0,1,1,0,0,0,0,0,0,#N/A,53.8,42.5,65.1,40.21,1700,10.65,1792548,24230,29092,0.0424,27134
1991,WY,1,0,0,0,0,0,0,0,0,0,0,0,0,42.2,29.5,54.9,16.95,1050,4.966666667,453690,97813,12977,0.0424,8537
1992,AK,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1500,8.858333333,570193,663267,22753,0.0303,13956
1992,AL,0,0,0,1,0,0,0,0,1,0,0,0,100,62.5,51.5,73.5,59.88,6700,7.525,4099156,52419,81260,0.0303,71714
1992,AR,0,0,0,1,0,0,0,0,1,0,0,0,100,59.8,49.2,70.4,50.61,1900,7,2383144,53179,45018,0.0303,39148
1992,AZ,0,0,0,0,1,0,0,0,0,0,0,0,0,59.9,46.6,73.2,22.05,500,7.566666667,3788576,113998,82682,0.0303,69549
1992,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,59.1,47,71.2,30.15,650,9.35,30470736,163695,807358,0.0303,69502
1992,CO,1,0,0,0,0,0,0,0,0,0,0,0,0,45.2,32,58.4,19.42,4100,6.091666667,3387119,104093,87302,0.0303,73772
1992,CT,0,0,1,0,0,0,0,0,0,0,0,1,500,47.8,37.9,57.6,48.83,2900,7.333333333,3302895,5544,105759,0.0303,93367
1992,DC,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6800,#N/A,600870,#N/A,#N/A,0.0303,#N/A
1992,DE,0,0,1,0,0,0,0,0,0,0,0,1,100,54.1,44.7,63.5,42.43,500,5.225,683080,2489,22907,0.0303,15635
1992,FL,0,0,0,1,0,0,0,0,1,1,0,0,100000,70.9,60.7,81,58.78,#N/A,8.366666667,13369798,65755,284673,0.0303,279478
1992,GA,0,0,0,1,0,0,0,0,1,0,0,0,250,63.1,52.2,73.9,59.15,60,6.583333333,6653005,59425,160062,0.0303,130474
1992,HI,1,0,0,0,0,0,0,0,0,1,0,0,10000,#N/A,#N/A,#N/A,#N/A,100,4.141666667,1136754,10931,36129,0.0303,27822
1992,IA,0,1,0,0,0,0,0,0,0,0,0,0,0,47,37.2,56.9,36.39,600,4.483333333,2797613,56271,61870,0.0303,52954
1992,ID,1,0,0,0,0,0,0,0,0,0,0,0,0,44.4,32.3,56.5,20.5,3030,6.516666667,1041316,83570,20632,0.0303,18285
1992,IL,0,1,0,0,0,0,0,0,0,0,0,0,0,51.6,41.8,61.4,38.3,1100,7.866666667,11568964,57914,306236,0.0303,263739
1992,IN,0,1,0,0,0,0,0,0,1,0,0,0,100,51.3,41.6,60.9,42.61,5000,6.091666667,5616388,36418,124714,0.0303,108377
1992,KS,0,1,0,0,0,0,0,0,1,0,0,0,2000,53.2,41.7,64.6,34.17,600,4.566666667,2498722,82276,56902,0.0303,49913
1992,KY,0,0,0,1,0,0,0,0,1,0,0,0,100,55.3,44.8,65.7,43.54,700,6.891666667,3722328,40410,77531,0.0303,64578
1992,LA,0,0,0,1,0,0,0,0,2,1,0,0,5000,66,55.9,76.2,65.45,2000,7.833333333,4253279,51840,90890,0.0303,72365
1992,MA,0,0,1,0,0,0,0,0,0,0,0,1,500,46.5,36.6,56.4,44.51,750,8.775,6018470,10555,167435,0.0303,#N/A
1992,MD,0,0,1,0,0,0,0,0,0,0,0,1,100,53.6,44.1,63.1,43.4,100,6.533333333,4867641,12407,119535,0.0303,118712
1992,ME,0,0,1,0,0,0,0,0,0,0,0,0,0,39.9,29.7,50.1,35.76,500,7.333333333,1237081,35385,24329,0.0303,22558
1992,MI,0,1,0,0,0,0,0,0,0,0,0,0,0,43.2,33.7,52.7,34.27,350,9.066666667,9400446,96716,212057,0.0303,191273
1992,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,40.1,30.2,50.1,25.78,600,5.033333333,4440859,86938,114518,0.0303,#N/A
1992,MO,0,1,0,0,0,0,0,0,0,0,0,0,0,54,43.5,64.6,44.03,900,6.175,5170800,69704,115288,0.0303,100829
1992,MS,0,0,0,1,0,0,0,0,1,0,0,0,250,63.1,52.2,73.9,57.35,1200,7.975,2598733,48431,44012,0.0303,38440
1992,MT,1,0,0,0,0,0,0,0,0,0,0,0,0,42.2,29.8,54.6,17.84,800,6.708333333,809680,147042,14937,0.0303,13921
1992,NC,0,0,0,1,0,0,0,0,1,0,0,0,250,58.4,47.8,68.8,54.52,300,6.25,6784280,53818,159337,0.0303,130258
1992,ND,0,1,0,0,0,0,0,0,0,0,0,0,0,40,28.8,51.3,14.8,3400,4.566666667,635753,70700,12896,0.0303,11257
1992,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,47.8,35.8,59.8,25.38,700,2.866666667,1595919,77358,38214,0.0303,31271
1992,NH,0,0,1,0,0,0,0,0,0,0,0,0,0,42,31.4,52.6,38.95,1900,7.3,1109929,9350,26332,0.0303,24435
1992,NJ,0,0,1,0,0,0,0,0,0,0,0,1,5000,51.4,41.8,61.1,42.53,2600,8.508333333,7814676,8722,230774,0.0303,207019
1992,NM,0,0,0,0,1,0,0,0,0,0,0,0,0,53,38.6,67.4,16.27,1000,7.316666667,1555305,121589,32638,0.0303,25942
1992,NV,1,0,0,0,0,0,0,0,0,0,0,0,0,51,37.8,64.2,11.52,250,6.8,1296171,110560,36052,0.0303,29864
1992,NY,0,0,1,0,0,0,0,0,0,0,0,1,2000,43.9,34.4,53.4,43.63,5700,8.683333333,18122510,54556,519704,0.0303,450561
1992,OH,0,1,0,0,0,0,0,0,1,0,0,0,100,50.5,41,60,41.17,5500,7.391666667,10945762,44825,250650,0.0303,220866
1992,OK,0,0,0,0,1,0,0,0,2,0,0,0,500,58.9,47.6,70.2,42.31,1000,5.866666667,3175440,69899,62209,0.0303,55614
1992,OR,1,0,0,0,0,0,0,0,0,0,0,0,0,48.7,37,60.4,29.35,850,7.275,2928507,98380,63392,0.0303,57446
1992,PA,0,0,1,0,0,0,0,0,0,0,0,1,250,47.8,38.2,57.4,42.18,1300,7.45,11982164,46056,269849,0.0303,#N/A
1992,PR,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.0303,#N/A
1992,RI,0,0,1,0,0,0,0,0,0,0,0,1,100,48.5,39.3,57.6,46.81,1100,8.983333333,1010649,1545,22665,0.0303,21082
1992,SC,0,0,0,1,0,0,0,0,0,0,0,0,0,62.2,51.3,73,58.13,#N/A,6.75,3570404,32020,71848,0.0303,61583
1992,SD,0,1,0,0,0,0,0,0,0,0,0,0,0,44.4,32.7,56.1,19.75,200,3.475,703669,77121,14886,0.0303,12644
1992,TN,0,0,0,0,1,0,0,0,1,0,0,0,100,57.2,46.7,67.7,50.39,350,6.45,4966587,42144,111660,0.0303,#N/A
1992,TX,0,0,0,0,1,0,0,0,3,0,0,0,5000,64.4,52.6,76.2,32.61,2200,7.683333333,17398005,268580,416401,0.0303,333256
1992,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,49,36.6,61.4,15.39,900,4.875,1779780,84898,35602,0.0303,29635
1992,VA,0,0,0,0,1,0,0,0,0,0,0,1,100,54.5,44.3,64.8,45.15,1700,6.158333333,6301217,42774,158990,0.0303,140101
1992,VI,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.0303,#N/A
1992,VT,0,0,1,0,0,0,0,0,0,0,0,0,0,40.9,30.6,51.2,39.24,950,6.25,568606,9615,12538,0.0303,10848
1992,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,47.8,37.9,57.8,34.23,#N/A,7.191666667,5025624,71300,134469,0.0303,111373
1992,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,42.3,32.5,52.1,31.64,1000,5.091666667,4964343,65498,112972,0.0303,98871
1992,WV,0,0,0,0,1,0,0,0,0,0,0,1,#N/A,51.6,41.4,61.8,41.27,1700,11.23333333,1798735,24230,30410,0.0303,29050
1992,WY,1,0,0,0,0,0,0,0,0,0,0,0,0,42,29,54.9,15.5,1050,5.416666667,459260,97813,13179,0.0303,9019
1993,AK,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1500,7.8,588736,663267,23284,0.0295,14672
1993,AL,0,0,0,1,0,1,0,0,0,0,0,1,1000,61.7,50.2,73.2,49.38,6700,7.241666667,4154014,52419,84563,0.0295,74870
1993,AR,0,0,0,1,0,0,0,0,0,0,0,0,0,59.1,48.5,69.6,52.71,1900,6.133333333,2415984,53179,47566,0.0295,41001
